,date,HR_NAME,pctl_gwchange,pctl_gwchange_corr,pctl_gwelev,pctl_cumgwchange,pctl_cumgwchange_corr
569,1999-03-31,South Lahontan,0.5714285714285714,0.6167664670658682,0.68,0.7213114754098361,0.8502994011976048
570,1999-09-30,South Lahontan,0.3548387096774194,0.1773952095808383,0.6666666666666666,0.6507936507936508,0.7320359281437125
571,2000-03-31,South Lahontan,0.3821428571428571,0.2245508982035928,0.6,0.625,0.6729041916167665
572,2000-09-30,South Lahontan,0.28,0.0823353293413173,0.5625,0.6071428571428571,0.6459580838323353
573,2001-03-31,South Lahontan,0.4259259259259259,0.3218562874251497,0.5217391304347826,0.5703125,0.5748502994011976
574,2001-09-30,South Lahontan,0.4054054054054054,0.2754491017964072,0.4807407407407407,0.5454545454545454,0.5247005988023952
575,2002-03-31,South Lahontan,0.3833333333333333,0.2305389221556886,0.5,0.5106382978723404,0.467065868263473
576,2002-09-30,South Lahontan,0.3103448275862069,0.1092814371257485,0.3333333333333333,0.4,0.2657185628742515
577,2003-03-31,South Lahontan,0.3275862068965517,0.1407185628742515,0.375,0.3559322033898305,0.1923652694610778
578,2003-09-30,South Lahontan,0.3717855055523086,0.2050898203592814,0.2941176470588235,0.3319892473118279,0.1511976047904191
579,2004-03-31,South Lahontan,0.5,0.4940119760479042,0.3675438596491228,0.3717583807716635,0.2155688622754491
580,2004-09-30,South Lahontan,0.4565217391304347,0.4026946107784431,0.2580645161290322,0.3,0.1122754491017964
581,2005-03-31,South Lahontan,0.7073170731707317,0.8338323353293413,0.5862068965517241,0.5081967213114754,0.4610778443113772
582,2005-09-30,South Lahontan,0.7804878048780488,0.9281437125748504,0.5834260289210234,0.5348837209302325,0.5037425149700598
583,2006-03-31,South Lahontan,0.64,0.7065868263473054,0.625,0.5666666666666667,0.5711077844311377
584,2006-09-30,South Lahontan,0.69,0.7904191616766467,0.7241379310344828,0.6551724137931034,0.7395209580838323
585,2007-03-31,South Lahontan,0.5545634920634921,0.5853293413173652,0.5625,0.5714285714285714,0.5800898203592815
586,2007-09-30,South Lahontan,0.2166666666666666,0.0224550898203592,0.5,0.5217391304347826,0.4850299401197604
587,2008-03-31,South Lahontan,0.4285714285714285,0.3308383233532934,0.5,0.5,0.4401197604790419
