,date,HR_NAME,stn_id,year,semester,Unnamed: 0_x,wlm_rpe,wlm_gse,gwe,gse_gwe,Unnamed: 0_y,latitude,longitude,gse,rpe,well_depth,index_right,OBJECTID,Shape__Are,Shape__Len,month,day,gwchange,pctl_gwchange,half_gwchange,cumgwchange,pctl_cumgwchange,pctl_gwelev,reporting,stat,pctl_gwchange_corr,pctl_cumgwchange_corr,reporting2
350,2007-09-30,Central Coast,50282.0,2007.0,2.0,1465872.0,128.0,128.0,48.65,-57.550000000000004,26180.0,36.30902,-121.22891,126.9,128.0,320.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-2.3000000000000043,0.31578947368421056,-1.1500000000000021,0.3799999999999999,0.5925925925925926,0.5333333333333333,1.0,median,0.13023952095808383,0.5995508982035929,599
360,2008-03-31,Central Coast,49119.0,2008.0,1.0,982740.0,193.12,192.7,106.87,-50.69,13544.0,34.7747,-120.45016,192.7,192.7,290.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-1.205000000000001,0.49128787878787883,-0.6025000000000005,-1.4524999999999992,0.6153846153846154,0.5714285714285715,1.0,median,0.47305389221556887,0.6482035928143712,583
370,2008-09-30,Central Coast,50295.5,2008.0,2.0,1483957.5,137.815,138.315,51.155,-60.03,26670.5,36.351115,-121.28055499999999,137.05,137.41,320.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-1.3125,0.4230769230769231,-0.65625,-0.742500000000001,0.5,0.5,1.0,median,0.3166167664670659,0.4408682634730539,596
380,2009-03-31,Central Coast,49122.0,2009.0,1.0,982739.0,197.13,197.0,111.12,-53.49,13544.0,34.7747,-120.4505,198.14,198.05,290.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-1.4000000000000004,0.44827586206896547,-0.7000000000000002,-2.0699999999999985,0.5,0.41379310344827586,1.0,median,0.3997005988023952,0.4408682634730539,587
390,2009-09-30,Central Coast,50289.0,2009.0,2.0,1511669.0,130.985,130.9365,47.355000000000004,-62.864999999999995,27283.5,36.39875,-121.32127,130.9365,129.8,310.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-1.1300000000000017,0.42264957264957265,-0.5650000000000008,-1.3025000000000002,0.4,0.40740740740740744,1.0,median,0.3143712574850299,0.27020958083832336,616
400,2010-03-31,Central Coast,49116.0,2010.0,1.0,997941.0,189.25,189.711,98.31,-51.98,13676.0,34.7853,-120.462,190.144,190.41,290.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,0.23999999999999932,0.6666666666666667,0.11999999999999966,-2.567499999999999,0.4545454545454546,0.5192307692307693,1.0,median,0.7552395209580839,0.3562874251497006,589
410,2010-09-30,Central Coast,50293.5,2010.0,2.0,1506959.25,135.5,134.35000000000002,49.33,-58.349999999999994,27169.5,36.388045,-121.30391499999999,134.25,134.8,316.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,1.7199999999999953,0.736842105263158,0.8599999999999977,-0.10000000000000117,0.56125,0.6,1.0,median,0.8772455089820359,0.5598802395209581,620
420,2011-03-31,Central Coast,50294.0,2011.0,1.0,1274492.0,164.5,164.0,52.725,-49.97,21059.0,35.65678,-120.70861,164.0,164.5,300.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,1.179999999999998,0.6731634182908546,0.589999999999999,0.5950000000000024,0.6333333333333334,0.6875,1.0,median,0.7649700598802395,0.6856287425149701,363
430,2011-09-30,Central Coast,49723.0,2011.0,2.0,1763906.75,150.0,149.375,56.055,-52.980000000000004,31007.5,36.725695,-121.545605,149.0,150.0,300.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,2.299999999999997,0.75,1.1499999999999986,3.582499999999996,0.75,0.8,1.0,median,0.8937125748502994,0.8667664670658682,668
440,2012-03-31,Central Coast,47430.5,2012.0,1.0,1795818.5,191.165,190.292,112.405,-49.7125,31895.5,36.79287,-121.38834,191.6495,192.0,268.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-0.19999999999999574,0.5357142857142858,-0.09999999999999787,0.8499999999999979,0.6842105263157896,0.6470588235294119,1.0,median,0.5598802395209581,0.7754491017964071,626
450,2012-09-30,Central Coast,50256.5,2012.0,2.0,1768536.0,170.79,169.85,60.54,-56.800000000000004,31156.5,36.737145,-121.539065,170.0,170.89,300.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-0.7399999999999896,0.4644659377628259,-0.3699999999999948,1.0475000000000048,0.7000000000000001,0.6666666666666667,1.0,median,0.43263473053892215,0.7926646706586826,716
460,2013-03-31,Central Coast,48903.0,2013.0,1.0,1795836.5,192.44,192.3,123.28,-54.1,31896.0,36.79287,-121.38895,192.7,192.7,270.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-1.1750000000000043,0.43333333333333335,-0.5875000000000021,-0.384999999999998,0.6,0.5333333333333333,1.0,median,0.35104790419161674,0.6205089820359282,639
470,2013-09-30,Central Coast,50256.5,2013.0,2.0,1766466.0,167.37,168.66500000000002,56.39,-58.910000000000004,31085.5,36.733515,-121.53024500000001,168.37,168.945,300.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-2.4950000000000045,0.30303030303030304,-1.2475000000000023,0.09000000000000075,0.5,0.46666666666666673,1.0,median,0.1122754491017964,0.4408682634730539,714
480,2014-03-31,Central Coast,49112.0,2014.0,1.0,1755498.5,190.41,190.44,109.92,-55.665000000000006,30715.0,36.70077,-121.38677,192.299,192.08,265.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-2.75,0.26666666666666666,-1.375,-2.31,0.46153846153846156,0.3666666666666667,1.0,median,0.07035928143712575,0.36601796407185627,667
490,2014-09-30,Central Coast,49705.0,2014.0,2.0,1794207.0,173.93,174.32,68.81,-64.4,31847.0,36.78907,-121.52882,174.32,174.02,290.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-3.6799999999999997,0.23529411764705885,-1.8399999999999999,-2.2500000000000018,0.3333333333333333,0.3076923076923077,1.0,median,0.04565868263473054,0.1437125748502994,669
500,2015-03-31,Central Coast,49606.0,2015.0,1.0,1717515.0,186.52,188.0,79.265,-67.64,29700.0,36.61197,-121.39427,189.7,186.52,290.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-2.4675000000000047,0.33333333333333337,-1.2337500000000023,-3.947499999999999,0.3685185185185186,0.3333333333333333,1.0,median,0.16541916167664672,0.218562874251497,797
510,2015-09-30,Central Coast,50255.5,2015.0,2.0,1750664.5,166.875,167.695,48.6175,-71.055,30573.0,36.6888,-121.508805,167.635,167.47,300.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-2.3800000000000026,0.33333333333333337,-1.1900000000000013,-4.1200000000000045,0.25,0.23669467787114848,1.0,median,0.16541916167664672,0.08308383233532934,790
520,2016-03-31,Central Coast,49565.0,2016.0,1.0,1713313.25,192.26,192.5,83.255,-71.31,29612.0,36.61372,-121.40887000000001,192.7,193.2,286.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-0.33500000000000174,0.5194805194805194,-0.16750000000000087,-4.732499999999997,0.3,0.3125,1.0,median,0.5329341317365269,0.1220059880239521,780
530,2016-09-30,Central Coast,50474.0,2016.0,2.0,1732653.0,174.02,174.32,50.8,-72.80000000000001,30047.0,36.646,-121.52806,174.32,174.02,315.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-0.605000000000004,0.43333333333333335,-0.302500000000002,-3.4925000000000033,0.26315789473684215,0.3,1.0,median,0.35104790419161674,0.09131736526946108,849
540,2017-03-31,Central Coast,49673.5,2017.0,1.0,1635995.75,206.61,206.11,111.35749999999999,-65.27,29106.5,36.568765,-121.37553,206.11,206.61,290.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,0.8800000000000022,0.7130750605326877,0.4400000000000011,-2.2424999999999997,0.4,0.5,1.0,median,0.8398203592814372,0.27020958083832336,812
550,2017-09-30,Central Coast,50465.0,2017.0,2.0,1721201.5,182.0,181.8,67.85,-66.35,29785.0,36.62559,-121.50737,181.84,182.0,310.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,1.8425000000000011,0.7647058823529411,0.9212500000000006,-0.6637499999999967,0.5,0.5454545454545455,1.0,median,0.9131736526946108,0.4408682634730539,851
560,2018-03-31,Central Coast,49685.5,2018.0,1.0,1636410.5,200.935,200.725,113.74000000000001,-64.10499999999999,29124.5,36.57177,-121.37955,200.725,201.515,293.5,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-0.7300000000000022,0.46666666666666673,-0.3650000000000011,-0.983749999999997,0.5,0.4444444444444444,1.0,median,0.437874251497006,0.4408682634730539,822
570,2018-09-30,Central Coast,50385.0,2018.0,2.0,1736383.5,175.45499999999998,176.5,53.224999999999994,-68.2,30163.5,36.649885,-121.50070500000001,176.0,175.32,315.5,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-0.8674999999999997,0.4285714285714286,-0.43374999999999986,-1.1300000000000008,0.47017543859649125,0.4444444444444444,1.0,median,0.33532934131736525,0.38023952095808383,782
580,2019-03-31,Central Coast,49677.5,2019.0,1.0,1702061.5,199.075,198.0,114.78,-58.315,29416.0,36.58748,-121.37866500000001,198.07,199.075,290.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,0.7860000000000014,0.6875,0.3930000000000007,-1.166249999999999,0.5,0.6470588235294119,1.0,median,0.7859281437125748,0.4408682634730539,782
590,2019-09-30,Central Coast,50280.0,2019.0,2.0,1747691.5,174.02,174.32,59.599999999999994,-62.75,30473.0,36.6775,-121.50995,174.32,174.02,305.5,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,1.3000000000000007,0.7142857142857143,0.6500000000000004,-0.15000000000000036,0.625,0.6666666666666666,1.0,median,0.844311377245509,0.6654191616766467,809
600,2020-03-31,Central Coast,49685.0,2020.0,1.0,1717691.0,194.18,193.2,101.87,-61.455,29707.0,36.61889,-121.39547,193.24,194.18,300.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,0.08500000000000085,0.5882352941176471,0.042500000000000426,-0.8749999999999991,0.625,0.5833333333333334,1.0,median,0.6339820359281437,0.6654191616766467,751
610,2020-09-30,Central Coast,51462.0,2020.0,2.0,1721691.5,182.08,182.0,73.6,-68.12,29803.0,36.62654,-121.50971,182.0,183.54,316.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-0.32499999999999396,0.5,-0.16249999999999698,-0.5287499999999952,0.5555555555555556,0.5555555555555556,1.0,median,0.49925149700598803,0.5501497005988024,947
620,2021-03-31,Central Coast,50279.5,2021.0,1.0,1744445.5,191.66,190.72,91.255,-67.26,30356.0,36.667755,-121.47225,191.0,191.66,299.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-1.5749999999999886,0.33333333333333337,-0.7874999999999943,-1.389999999999997,0.3636363636363637,0.3125,1.0,median,0.16541916167664672,0.20134730538922155,804
630,2021-09-30,Central Coast,51469.0,2021.0,2.0,1736307.5,179.55,178.85,65.66,-71.72,30160.0,36.65079,-121.53594,180.0,180.0,313.5,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-1.6874999999999858,0.3333333333333333,-0.8437499999999929,-1.5225000000000004,0.3076923076923077,0.28571428571428575,1.0,median,0.15494011976047903,0.12874251497005987,957
640,2022-03-31,Central Coast,50472.5,2022.0,1.0,1723843.5,184.91,184.5,77.22999999999999,-66.0275,29870.0,36.632055,-121.46365,184.5,184.91,300.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,-0.5699999999999932,0.45161290322580644,-0.2849999999999966,-2.0700000000000074,0.28571428571428575,0.26666666666666666,1.0,median,0.40718562874251496,0.11302395209580839,846
650,2022-09-30,Central Coast,51945.0,2022.0,2.0,1732671.5,176.54,178.0,71.5,-73.79,30048.0,36.64659,-121.51669,178.227,176.79,310.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,-1.8000000000000114,0.3618181818181818,-0.9000000000000057,-2.25,0.2173913043478261,0.2,1.0,median,0.19760479041916168,0.0658682634730539,959
660,2023-03-31,Central Coast,50608.5,2023.0,1.0,1739154.75,185.195,185.85,92.32499999999999,-63.785,30236.0,36.660825,-121.46365,186.0,185.575,300.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,1.2600000000000051,0.721875,0.6300000000000026,-1.4949999999999992,0.375,0.5,1.0,median,0.8562874251497006,0.2275449101796407,824
670,2023-09-30,Central Coast,50553.5,2023.0,2.0,1760831.5,212.76,212.66,139.875,-60.075,30914.0,36.71629,-121.460365,212.66,212.76,282.0,1.0,13.0,44485956520.26546,1953953.380967319,9.0,30.0,3.837500000000002,0.875,1.918750000000001,0.3962499999999958,0.6846590909090909,0.7222222222222222,1.0,median,0.9902694610778443,0.7769461077844312,676
680,2024-03-31,Central Coast,46616.5,2024.0,1.0,571487.0,57.945,57.355000000000004,31.89,-19.73,9399.0,34.4245,-119.6945,57.355000000000004,57.945,250.0,1.0,13.0,44485956520.26546,1953953.380967319,3.0,31.0,1.99,0.7619047619047619,0.995,-0.7662499999999977,0.625,0.4444444444444444,1.0,median,0.907185628742515,0.6654191616766467,36
1,1990-03-31,Colorado River,28139.0,1990.0,1.0,13122.5,139.34,139.34,128.66,-62.26,577.0,32.8193,-115.9272,139.34,139.34,615.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,,,,,,0.5,1.0,median,,,139
11,1990-09-30,Colorado River,28139.0,1990.0,2.0,14031.0,139.84,139.84,131.0,-73.0,763.0,32.9689,-115.3891,139.84,139.84,639.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,,,,,,0.6666666666666667,1.0,median,,,141
21,1991-03-31,Colorado River,26497.0,1991.0,1.0,14534.0,144.83,144.83,131.53,-83.45,822.0,33.11097,-115.9272,144.83,144.83,592.5,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.10000000000000142,0.5437788018433181,-0.05000000000000071,-0.05000000000000071,0.7142857142857143,0.6666666666666667,1.0,median,0.5703592814371258,0.8151197604790419,153
31,1991-09-30,Colorado River,26641.0,1991.0,2.0,14533.0,140.9,140.9,130.55,-83.6,822.0,33.11097,-115.9947,140.9,140.9,605.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.8199999999999932,0.3125,-0.4099999999999966,-0.4249999999999998,0.6666666666666667,0.6666666666666667,1.0,median,0.12574850299401197,0.7529940119760479,147
41,1992-03-31,Colorado River,26641.0,1992.0,1.0,14532.0,141.02,141.02,130.59,-83.96,822.0,33.11097,-115.9875,141.02,141.02,590.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.1700000000000017,0.5,-0.08500000000000085,-0.5550000000000068,0.5,0.5172413793103448,1.0,median,0.49925149700598803,0.4408682634730539,149
51,1992-09-30,Colorado River,28684.0,1992.0,2.0,14354.5,139.42000000000002,139.42000000000002,128.425,-80.875,811.5,33.054735,-115.99414999999999,139.42000000000002,139.42000000000002,595.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.10999999999998522,0.5,-0.05499999999999261,-0.40000000000000036,0.6666666666666667,0.6666666666666667,1.0,median,0.49925149700598803,0.7529940119760479,148
61,1993-03-31,Colorado River,26570.0,1993.0,1.0,25537.5,170.25,170.25,133.525,-76.96000000000001,1668.0,33.27115,-116.053875,170.25,170.25,600.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,0.39999999999999947,0.7142857142857143,0.19999999999999973,-0.125,0.75,0.75,1.0,median,0.844311377245509,0.8667664670658682,158
71,1993-09-30,Colorado River,18512.5,1993.0,2.0,60199.0,206.925,206.925,162.54500000000002,-86.595,3145.5,33.457445,-116.0578,206.925,206.925,522.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,0.5999999999999996,0.6961259079903147,0.2999999999999998,-0.10875000000000057,0.875,0.8666666666666667,1.0,median,0.8008982035928144,0.9797904191616766,204
81,1994-03-31,Colorado River,18398.0,1994.0,1.0,66449.0,274.53,274.53,138.36,-59.45,3221.0,33.469,-116.03945,274.53,274.53,397.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.20250000000000057,0.4568837347606304,-0.10125000000000028,0.03125000000000089,0.818014705882353,0.9166666666666667,1.0,median,0.41467065868263475,0.9446107784431138,403
91,1994-09-30,Colorado River,26569.5,1994.0,2.0,163639.75,446.1635,446.1635,278.64,-133.9925,5759.5,33.80524,-116.24779000000001,446.1635,446.1635,508.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.4749999999999943,0.4553571428571429,-0.23749999999999716,-0.542500000000004,0.75,0.7774725274725274,1.0,median,0.41317365269461076,0.8667664670658682,162
101,1995-03-31,Colorado River,34313.5,1995.0,1.0,149120.75,336.9395,336.9395,258.195,-105.315,5501.0,33.75943,-116.160755,336.91499999999996,337.565,590.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.19000000000001194,0.49617277200656096,-0.09500000000000597,-0.7700000000000067,0.75,0.75,1.0,median,0.47754491017964074,0.8667664670658682,104
111,1995-09-30,Colorado River,26873.0,1995.0,2.0,191108.75,394.604,394.604,367.78499999999997,-139.125,6060.5,33.856755,-116.17331,394.604,394.604,536.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.16500000000000625,0.5666666666666668,-0.08250000000000313,-0.6925000000000026,0.7192118226600985,0.7303030303030305,1.0,median,0.6107784431137725,0.8233532934131736,130
121,1996-03-31,Colorado River,18513.0,1996.0,1.0,409889.0,2038.67,2038.67,1832.33,-152.58,8009.0,34.2231,-116.2464,2038.67,2038.67,380.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.22500000000002274,0.5,-0.11250000000001137,-0.32500000000001705,0.7692307692307692,0.7586206896551724,1.0,median,0.49925149700598803,0.9049401197604791,257
131,1996-09-30,Colorado River,27628.5,1996.0,2.0,92916.0,290.39,290.39,150.42000000000002,-114.60000000000001,4019.0,33.56117,-116.10017,290.39,290.39,618.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.7599999999999998,0.3225806451612903,-0.3799999999999999,-1.4799999999999969,0.5666666666666668,0.6291666666666667,1.0,median,0.13922155688622753,0.5651197604790419,126
141,1997-03-31,Colorado River,28139.0,1997.0,1.0,139442.0,400.23,400.23,257.0,-142.99,5370.0,33.74052,-116.29484,400.23,400.23,592.5,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.22000000000000242,0.41555977229601515,-0.11000000000000121,-1.0725000000000016,0.625,0.625,1.0,median,0.29790419161676646,0.6654191616766467,137
151,1997-09-30,Colorado River,32864.0,1997.0,2.0,125679.5,368.751,368.751,205.78,-143.39,5145.0,33.70669,-116.23284,368.751,368.751,720.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.14000000000000057,0.4411764705882354,-0.07000000000000028,-1.6500000000000057,0.6,0.6,1.0,median,0.36826347305389223,0.6205089820359282,123
161,1998-03-31,Colorado River,26614.0,1998.0,1.0,171756.0,538.4335000000001,538.4335000000001,351.887,-139.555,5875.0,33.823485,-116.293675,538.425,538.575,463.5,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,0.1424999999999983,0.6762096774193549,0.07124999999999915,-0.4650000000000034,0.6961538461538461,0.689655172413793,1.0,median,0.7709580838323353,0.7859281437125748,236
171,1998-09-30,Colorado River,29598.0,1998.0,2.0,61352.5,301.14,301.14,149.47,-126.97,3172.0,33.46253,-116.06217,301.14,301.14,750.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,0.10000000000000853,0.7258064516129032,0.05000000000000426,-0.08000000000000007,0.7586206896551724,0.7000000000000001,1.0,median,0.8622754491017964,0.8832335329341318,167
181,1999-03-31,Colorado River,31033.0,1999.0,1.0,92902.5,301.78499999999997,301.78499999999997,170.385,-119.32,4019.0,33.56117,-116.10017,301.78499999999997,301.78499999999997,710.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,0.020000000000010232,0.5652173913043478,0.010000000000005116,-0.1700000000000017,0.6470588235294119,0.6875,1.0,median,0.6077844311377245,0.7073353293413174,156
191,1999-09-30,Colorado River,26712.0,1999.0,2.0,210572.0,855.035,855.035,622.2,-154.04500000000002,6253.5,33.90584,-116.23101,855.035,855.035,582.5,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.05500000000000149,0.5681366047745359,-0.027500000000000746,-0.054999999999999716,0.6666666666666667,0.6666666666666667,1.0,median,0.6137724550898204,0.7529940119760479,170
201,2000-03-31,Colorado River,26284.0,2000.0,1.0,393444.0,2041.4789999999998,2041.4789999999998,1868.42,-151.9875,7834.0,34.19292,-116.293675,2041.4789999999998,2041.4789999999998,396.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.3099999999999987,0.4,-0.15499999999999936,-0.4299999999999926,0.6490147783251231,0.625,1.0,median,0.2687125748502994,0.7125748502994012,196
211,2000-09-30,Colorado River,50199.0,2000.0,2.0,213612.5,1350.47,1349.67,1179.17,-155.45,6318.0,33.92303,-116.41363,1349.67,1352.55,660.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.8825000000000003,0.43087121212121215,-0.44125000000000014,-1.4274999999999984,0.6180371352785146,0.6153846153846154,1.0,median,0.344311377245509,0.6526946107784432,85
221,2001-03-31,Colorado River,50196.0,2001.0,1.0,213843.0,1478.61,1478.61,1212.41,-150.52499999999998,6319.0,33.9231,-116.4204,1480.0,1480.0,639.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.21000000000000796,0.5333333333333333,-0.10500000000000398,-1.0050000000000026,0.6666666666666667,0.6551724137931033,1.0,median,0.5561377245508982,0.7529940119760479,85
231,2001-09-30,Colorado River,27941.0,2001.0,2.0,341410.0,2007.599,2007.599,1806.379,-163.5,7363.0,34.13473,-116.29668,2007.599,2007.599,477.5,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.6500000000000075,0.44895833333333335,-0.32500000000000373,-0.8387499999999974,0.6785714285714286,0.7058823529411765,1.0,median,0.4026946107784431,0.7694610778443114,117
241,2002-03-31,Colorado River,26269.0,2002.0,1.0,415651.0,2465.87,2465.87,2242.91,-157.4,8082.0,34.23635,-116.4064,2465.87,2465.87,385.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.2600000000000051,0.4444444444444444,-0.13000000000000256,-0.8950000000000014,0.6923076923076923,0.6551724137931033,1.0,median,0.38023952095808383,0.782185628742515,169
251,2002-09-30,Colorado River,26632.0,2002.0,2.0,406612.0,1981.2845,1981.2845,1802.5149999999999,-165.85,7968.0,34.215975,-116.26862,1981.2845,1981.2845,480.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.31500000000001016,0.42943262411347516,-0.15750000000000508,-1.3850000000000087,0.6333333333333334,0.6139162561576355,1.0,median,0.3413173652694611,0.6856287425149701,118
261,2003-03-31,Colorado River,26037.0,2003.0,1.0,409838.0,1941.2150000000001,1941.2150000000001,1799.5495,-157.87,8005.5,34.22278,-116.25834499999999,1941.2150000000001,1941.2150000000001,463.5,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.30000000000001137,0.425,-0.15000000000000568,-1.45000000000001,0.6,0.6,1.0,median,0.3255988023952096,0.6205089820359282,118
271,2003-09-30,Colorado River,55734.0,2003.0,2.0,212006.25,885.2,884.4,664.1320000000001,-140.235,6291.5,33.916160000000005,-116.52132,884.4,885.2,592.5,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-2.7850000000000055,0.15521855486173058,-1.3925000000000027,-7.361249999999991,0.5,0.46666666666666673,1.0,median,0.005988023952095809,0.4408682634730539,78
281,2004-03-31,Colorado River,26284.0,2004.0,1.0,425672.5,2495.125,2495.125,2258.781,-155.3175,8182.0,34.246605,-116.41109499999999,2495.125,2495.125,369.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.5300000000000082,0.39642857142857146,-0.2650000000000041,-1.415000000000004,0.6,0.5714285714285715,1.0,median,0.2559880239520958,0.6205089820359282,198
291,2004-09-30,Colorado River,51663.0,2004.0,2.0,167199.0,428.3125,428.3125,196.5125,-150.265,5815.0,33.814634999999996,-116.47548499999999,428.3125,428.3125,536.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-1.2474999999999987,0.28106060606060607,-0.6237499999999994,-8.14374999999999,0.43333333333333335,0.3637566137566138,1.0,median,0.08532934131736528,0.3248502994011976,88
301,2005-03-31,Colorado River,26042.0,2005.0,1.0,325933.0,1834.46,1834.46,1770.896,-153.6,7221.0,34.12278,-116.20078,1834.46,1834.46,388.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.259999999999998,0.40850815850815847,-0.129999999999999,-0.6799999999999997,0.5384615384615384,0.5384615384615384,1.0,median,0.2844311377245509,0.5172155688622755,231
311,2005-09-30,Colorado River,35930.5,2005.0,2.0,139709.5,380.46500000000003,380.46500000000003,230.09,-137.78,5380.5,33.742189999999994,-116.31903,380.46500000000003,380.46500000000003,575.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.1699999999999946,0.4777316985214569,-0.0849999999999973,-2.1299999999999955,0.4641025641025641,0.5,1.0,median,0.4535928143712575,0.37200598802395207,128
321,2006-03-31,Colorado River,25917.0,2006.0,1.0,339563.0,1859.316,1859.316,1789.82,-147.695,7350.0,34.13417,-116.2258,1859.316,1859.316,366.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.19000000000002615,0.5,-0.09500000000001307,-0.5399999999999991,0.5555555555555556,0.625,1.0,median,0.49925149700598803,0.5501497005988024,337
331,2006-09-30,Colorado River,29587.5,2006.0,2.0,158076.75,456.165,456.165,449.315,-110.42500000000001,5650.0,33.78586,-116.26250999999999,456.165,456.165,555.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.39749999999998664,0.37095282146160957,-0.19874999999999332,-2.2687499999999936,0.4361413043478261,0.6180555555555556,1.0,median,0.2125748502994012,0.3300898203592814,164
341,2007-03-31,Colorado River,34892.0,2007.0,1.0,139706.0,456.81,456.81,432.355,-132.53750000000002,5380.5,33.742189999999994,-116.35766,456.81,456.81,522.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.160000000000025,0.5625,-0.0800000000000125,-2.0900000000000034,0.48,0.45993589743589747,1.0,median,0.6017964071856288,0.3944610778443114,150
351,2007-09-30,Colorado River,26641.0,2007.0,2.0,377428.0,1825.0,1825.0,1768.64,-147.7,7622.0,34.1582,-116.16945,1825.0,1825.0,367.0,2.0,14.0,74846736043.05096,1629820.3985889594,9.0,30.0,-0.17500000000000426,0.4036774628879892,-0.08750000000000213,-1.2375000000000014,0.5590277777777778,0.53125,1.0,median,0.27844311377245506,0.5583832335329342,223
361,2008-03-31,Colorado River,26249.0,2008.0,1.0,377435.0,2043.91,2043.91,1855.25,-147.45,7624.0,34.1583,-116.29251,2043.91,2043.91,357.0,2.0,14.0,74846736043.05096,1629820.3985889594,3.0,31.0,-0.18999999999999773,0.4318181818181819,-0.09499999999999886,-1.0925000000000082,0.5,0.4545454545454546,1.0,median,0.3473053892215569,0.4408682634730539,329
